pct_std,county,precinct,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREODEL,G20PRESLAR,G20PREGHAW,G20PRECBLA,G20PREOWRI
JEF0009,JEF,"9",383,309,3,1,0,0,0,1
JEF0010,JEF,"10",373,306,3,1,1,1,1,2
JEF0011,JEF,"11",480,288,7,0,0,2,1,1
JEF0012,JEF,"12",391,247,3,0,0,3,1,1
JEF0013,JEF,"13",98,46,0,0,0,0,0,1
JEF0014,JEF,"14",45,98,0,1,0,0,0,1
JEF0015,JEF,"15",342,173,1,0,0,2,0,1
JEF0016,JEF,"16",60,56,0,0,0,0,0,0
LAF0001,LAF,"1",675,76,5,1,0,1,0,0
LAF0002,LAF,"2",507,72,4,0,1,0,0,0
LAF0003,LAF,"3",797,92,3,0,0,1,1,0
LAF0004,LAF,"4",847,101,1,0,0,0,0,0
LAF0005,LAF,"5",302,169,1,0,0,0,1,0
LEE0001,LEE,"1",1678,419,20,0,0,1,1,0
LEE0002,LEE,"2",2071,1022,20,2,1,4,1,0
LEE0003,LEE,"3",1223,1628,11,2,2,2,0,0
LEE0004,LEE,"4",1732,2211,20,1,3,8,1,0
LEE0005,LEE,"5",3221,1535,21,0,1,7,3,0
LEE0006,LEE,"6",724,735,19,0,1,0,1,0
LEE0007,LEE,"7",524,2072,15,1,4,3,2,0
LEE0008,LEE,"8",806,2182,16,1,5,4,0,0
LEE0009,LEE,"9",1460,1830,21,5,4,4,0,0
LEE0010,LEE,"10",1780,1484,20,2,1,2,0,0
LEE0011,LEE,"11",1837,1393,14,0,1,4,1,0
LEE0012,LEE,"12",1705,1011,9,0,0,4,0,0
LEE0013,LEE,"13",2085,1394,27,1,2,8,2,0
LEE0014,LEE,"14",712,498,9,0,0,0,0,0
LEE0015,LEE,"15",1709,890,11,1,1,3,0,0
LEE0016,LEE,"16",727,793,7,0,0,0,0,0
LEE0017,LEE,"17",158,115,0,0,0,0,0,0
LEE0018,LEE,"18",587,364,3,0,0,0,0,0
LEE0019,LEE,"19",486,181,8,0,0,0,0,0
LEE0020,LEE,"20",1772,1536,12,1,2,3,2,0
LEE0021,LEE,"21",1372,757,12,1,1,3,2,0
LEE0022,LEE,"22",1698,955,4,1,0,0,1,0
LEE0023,LEE,"23",1418,913,6,1,0,2,0,0
LEE0024,LEE,"24",1634,901,7,1,0,2,1,0
LEE0025,LEE,"25",3249,1952,8,3,1,4,1,0
LEE0026,LEE,"26",1762,1154,26,0,2,4,0,0
LEE0027,LEE,"27",1689,712,4,1,0,0,0,0
LEE0028,LEE,"28",2423,1398,13,1,1,7,1,0
LEE0029,LEE,"29",2552,1566,11,2,1,7,3,0
LEE0030,LEE,"30",1262,712,6,0,1,1,1,0
LEE0031,LEE,"31",1310,1232,28,3,4,2,2,2
LEE0032,LEE,"32",1168,2685,15,0,7,5,2,0
LEE0033,LEE,"33",1300,851,7,0,2,3,0,0
LEE0034,LEE,"34",1815,1204,33,3,0,3,0,1
LEE0035,LEE,"35",1971,1043,16,0,1,7,0,0
LEE0036,LEE,"36",6446,4045,32,4,1,8,3,0
LEE0037,LEE,"37",1326,762,12,0,1,1,2,0
LEE0038,LEE,"38",1984,1131,13,1,1,7,2,0
LEE0039,LEE,"39",2011,1090,18,0,2,2,2,2
LEE0040,LEE,"40",1686,1049,13,1,0,1,2,0
LEE0041,LEE,"41",1506,891,6,0,0,1,1,1
LEE0042,LEE,"42",1138,1607,16,2,3,5,0,0
LEE0043,LEE,"43",2056,927,6,1,2,2,0,0
LEE0044,LEE,"44",2386,1406,11,3,1,5,1,0
LEE0045,LEE,"45",1694,655,9,3,1,1,1,0
LEE0046,LEE,"46",1757,1830,34,4,4,11,2,0
LEE0047,LEE,"47",1646,1882,26,3,1,3,2,3
LEE0048,LEE,"48",1627,1683,19,2,1,2,4,0
LEE0049,LEE,"49",1643,954,9,2,0,4,0,0
LEE0050,LEE,"50",1844,1791,24,4,3,7,4,0
LEE0051,LEE,"51",1568,2190,21,2,7,9,3,1
LEE0052,LEE,"52",1395,1489,21,1,3,2,0,0
LEE0053,LEE,"53",1782,1667,20,3,5,2,0,0
LEE0054,LEE,"54",1022,301,5,0,1,0,0,0
LEE0055,LEE,"55",2870,1494,28,5,5,3,1,0
LEE0056,LEE,"56",2028,1296,31,1,1,2,1,0
LEE0057,LEE,"57",2452,1021,16,0,1,2,1,0
LEE0058,LEE,"58",1324,1380,9,4,3,7,2,0
LEE0059,LEE,"59",1377,1448,20,4,1,3,0,0
LEE0060,LEE,"60",1937,1097,15,1,0,3,0,0
LEE0061,LEE,"61",1782,1410,15,1,4,6,0,0
LEE0062,LEE,"62",2049,1566,38,0,3,5,3,0
LEE0063,LEE,"63",1633,935,12,1,0,8,2,0
LEE0064,LEE,"64",2619,1315,16,1,2,0,2,0
LEE0065,LEE,"65",2180,1345,7,1,0,5,2,0
LEE0066,LEE,"66",1602,981,17,0,1,4,0,0
LEE0067,LEE,"67",2635,666,17,1,2,5,1,1
LEE0068,LEE,"68",2062,926,13,2,1,9,0,0
LEE0069,LEE,"69",2946,1527,21,1,4,7,2,0
LEE0070,LEE,"70",2026,1442,13,1,1,4,1,0
LEE0071,LEE,"71",1452,1079,10,0,2,1,0,0
LEE0072,LEE,"72",1967,1116,10,1,1,1,1,0
LEE0073,LEE,"73",1820,1500,17,4,1,6,0,0
LEE0074,LEE,"74",1989,1209,25,1,1,1,0,0
LEE0075,LEE,"75",2599,1662,12,2,1,4,0,0
LEE0076,LEE,"76",1396,923,15,0,2,5,0,1
LEE0077,LEE,"77",1719,1377,19,4,4,6,2,0
LEE0078,LEE,"78",1974,1793,19,4,4,6,2,1
LEE0079,LEE,"79",1912,1542,14,1,1,4,1,0
LEE0080,LEE,"80",1385,797,14,1,0,0,2,0
LEE0081,LEE,"81",1316,690,8,0,0,1,0,0
LEE0082,LEE,"82",681,419,5,0,0,3,0,0
LEE0083,LEE,"83",1530,925,2,0,0,1,2,0
LEE0084,LEE,"84",1816,1245,16,1,1,7,1,0
LEE0085,LEE,"85",1639,1044,17,4,2,3,0,0
LEE0086,LEE,"86",2517,1506,23,2,0,3,1,0
LEE0087,LEE,"87",1479,1008,12,0,0,3,1,0
LEE0088,LEE,"88",1610,888,8,3,0,1,0,0
LEE0089,LEE,"89",1383,1062,18,3,1,6,0,0
LEE0090,LEE,"90",1686,1191,14,2,0,3,1,0
LEE0091,LEE,"91",1697,1295,28,2,1,4,0,2
LEE0092,LEE,"92",2051,1512,13,1,1,0,1,0
LEE0093,LEE,"93",2274,1098,15,2,0,0,1,0
LEE0094,LEE,"94",2016,960,17,2,0,3,2,0
LEE0095,LEE,"95",1982,1333,15,1,0,5,2,0
LEE0096,LEE,"96",1900,1256,17,2,0,1,2,0
LEE0097,LEE,"97",2135,1251,19,3,1,5,0,0
LEE0098,LEE,"98",1916,1001,19,1,0,3,0,0
LEE0099,LEE,"99",1898,1248,29,1,1,4,0,0
LEE0100,LEE,"100",1718,1022,3,0,0,1,1,0
LEE0101,LEE,"101",2390,1054,15,0,2,0,0,0
LEE0102,LEE,"102",2548,1160,16,1,2,3,1,0
LEE0103,LEE,"103",2456,1543,18,4,0,5,0,0
LEE0104,LEE,"104",2211,1275,14,1,1,3,2,0
LEE0105,LEE,"105",2424,1550,20,1,1,6,0,0
LEE0106,LEE,"106",2021,1252,21,0,2,2,0,0
LEE0107,LEE,"107",3292,1644,27,0,1,5,2,0
LEE0108,LEE,"108",2158,1632,21,1,3,9,2,0
LEE0109,LEE,"109",1936,1437,9,2,4,1,0,0
LEE0110,LEE,"110",1579,1193,23,1,1,7,2,0
LEE0111,LEE,"111",1542,995,19,4,1,3,1,0
LEE0112,LEE,"112",3066,1523,23,3,1,5,2,0
LEE0113,LEE,"113",1943,1274,10,3,2,4,0,0
LEE0114,LEE,"114",1987,1510,22,3,1,4,0,0
LEE0115,LEE,"115",3307,1900,43,4,5,8,3,0
LEE0116,LEE,"116",2418,1467,32,2,1,5,0,0
LEE0117,LEE,"117",991,907,8,0,0,3,0,0
LEE0118,LEE,"118",1959,1349,19,2,1,1,0,1
LEE0119,LEE,"119",1894,838,12,0,1,1,0,1
LEE0120,LEE,"120",1852,1232,26,4,1,5,2,0
LEE0121,LEE,"121",2020,1272,26,2,0,0,2,0
LEE0122,LEE,"122",2083,1365,17,1,1,4,2,0
LEE0123,LEE,"123",2059,1219,4,3,2,4,2,0
LEE0124,LEE,"124",2261,1348,13,1,1,4,0,0
LEE0125,LEE,"125",2307,1132,12,0,1,0,0,0
LEE0126,LEE,"126",838,788,6,2,0,3,0,0
LEE0127,LEE,"127",589,357,5,0,0,1,0,0
LEV0001,LEV,"1",1211,537,21,2,0,3,2,3
LEV0002,LEV,"2",1705,630,16,1,0,5,1,9
LEV0003,LEV,"3",1971,790,14,2,1,5,5,7
LEV0004,LEV,"4",733,360,4,3,2,0,0,3
LEV0005,LEV,"5",2130,469,9,2,1,1,0,5
LEV0006,LEV,"6",330,69,1,0,0,0,0,0
LEV0007,LEV,"7",1269,997,13,0,0,1,2,3
LEV0008,LEV,"8",2031,593,9,1,1,4,1,0
LEV0009,LEV,"9",1587,475,9,0,1,3,0,3
LEV0010,LEV,"10",700,131,5,0,0,1,1,1
LEV0011,LEV,"11",732,362,4,0,0,0,0,5
LEV0012,LEV,"12",1236,316,14,1,1,1,0,1
LEV0013,LEV,"13",1114,476,12,2,0,1,1,1
LIB0001,LIB,"1",85,200,1,0,0,0,0,0
LIB0002,LIB,"2",105,96,1,0,1,1,0,0
LIB0003,LIB,"3",712,125,3,0,1,0,0,2
LIB0004,LIB,"4",744,75,2,2,0,0,0,0
LIB0005,LIB,"5",418,81,5,0,0,1,1,2
LIB0006,LIB,"6",484,61,1,0,0,0,0,0
LIB0007,LIB,"7",130,11,0,0,0,0,0,0
LIB0008,LIB,"8",168,45,1,0,0,0,0,0
MAD0001,MAD,"1",941,755,7,1,0,3,0,4
MAD0002,MAD,"2",71,254,0,0,0,0,0,1
MAD0003,MAD,"3",1424,289,4,1,0,3,2,4
MAD0004,MAD,"4",262,74,2,0,1,1,0,1
MAD0005,MAD,"5",374,563,6,0,0,0,0,0
MAD0006,MAD,"6",212,49,1,0,0,0,0,0
MAD0007,MAD,"7",685,265,3,0,0,0,0,1
MAD0008,MAD,"8",663,207,5,0,0,2,1,0
MAD0009,MAD,"9",131,99,1,0,0,0,0,0
MAD0010,MAD,"10",527,679,1,0,1,4,1,1
MAD0011,MAD,"11",286,513,2,1,2,0,1,1
MAN0101,MAN,"101",2875,1636,42,1,0,6,0,10
MAN0103,MAN,"103",589,350,3,0,0,1,0,4
MAN0107,MAN,"107",941,433,12,0,1,1,0,1
MAN0111,MAN,"111",677,508,6,0,0,1,0,1
MAN0117,MAN,"117",3934,2653,58,4,2,3,3,20
MAN0119,MAN,"119",989,556,6,1,1,2,0,4
MAN0121,MAN,"121",2788,1572,24,2,1,2,0,10
MAN0123,MAN,"123",2059,1555,17,0,2,4,2,10
MAN0125,MAN,"125",1294,729,4,0,2,1,0,2
MAN0127,MAN,"127",3598,1923,43,4,2,13,2,14
MAN0129,MAN,"129",845,436,5,0,2,1,1,7
MAN0131,MAN,"131",2321,1736,22,0,1,6,1,12
MAN0133,MAN,"133",541,331,4,0,1,1,0,2
MAN0135,MAN,"135",3648,1872,30,2,1,4,1,20
MAN0137,MAN,"137",3219,1448,33,3,0,2,0,13
MAN0139,MAN,"139",5095,2275,57,4,0,9,4,16
MAN0141,MAN,"141",497,91,8,0,1,0,0,2
MAN0201,MAN,"201",1038,698,8,1,2,0,0,1
MAN0203,MAN,"203",778,433,5,0,0,3,1,1
MAN0205,MAN,"205",76,858,3,0,0,1,1,3
MAN0207,MAN,"207",1226,1042,9,0,1,0,1,12
MAN0209,MAN,"209",462,1154,12,3,0,3,0,5
MAN0211,MAN,"211",1045,511,5,0,0,3,1,4
MAN0213,MAN,"213",1380,2251,22,2,6,5,4,11
MAN0215,MAN,"215",589,1006,9,0,0,1,1,3
MAN0217,MAN,"217",1391,1431,20,0,2,5,3,9
MAN0219,MAN,"219",1286,1328,18,0,1,5,1,7
MAN0221,MAN,"221",1496,1478,13,1,1,5,2,7
MAN0223,MAN,"223",477,1490,16,2,2,4,0,7
MAN0301,MAN,"301",448,385,1,0,0,0,0,1
MAN0303,MAN,"303",668,432,4,2,0,3,0,3
MAN0305,MAN,"305",704,526,5,1,0,0,0,1
MAN0307,MAN,"307",340,255,2,0,1,0,0,3
MAN0309,MAN,"309",1089,861,12,1,1,1,0,6
MAN0311,MAN,"311",2669,1698,43,3,0,7,2,12
MAN0313,MAN,"313",1777,1062,8,1,0,0,0,7
MAN0315,MAN,"315",1931,1473,16,1,1,7,2,9
MAN0317,MAN,"317",2223,1248,33,2,0,5,0,11
MAN0321,MAN,"321",219,222,1,1,0,0,0,0
MAN0323,MAN,"323",2079,1641,17,2,1,4,6,7
MAN0325,MAN,"325",1691,1139,11,2,0,5,2,6
MAN0327,MAN,"327",2410,1560,35,3,1,7,2,11
MAN0329,MAN,"329",1791,1886,27,5,1,7,2,3
MAN0331,MAN,"331",1130,1013,11,0,1,3,0,7
MAN0333,MAN,"333",2964,1917,24,1,2,8,1,15
MAN0401,MAN,"401",1160,1160,19,2,3,7,3,8
MAN0403,MAN,"403",1497,1423,18,2,0,8,2,5
MAN0405,MAN,"405",394,259,6,0,0,1,0,2
MAN0407,MAN,"407",514,363,7,0,0,2,0,0
MAN0409,MAN,"409",1662,988,5,3,6,4,1,4
MAN0411,MAN,"411",1302,1151,20,2,6,7,1,4
MAN0413,MAN,"413",1566,1301,17,2,0,3,0,6
MAN0415,MAN,"415",1603,1987,28,3,0,5,1,9
MAN0417,MAN,"417",2703,1963,28,4,3,4,1,12
MAN0419,MAN,"419",2546,2327,25,0,0,3,4,8
MAN0421,MAN,"421",1097,765,14,0,2,8,1,6
MAN0501,MAN,"501",4075,2552,54,1,2,7,1,19
MAN0503,MAN,"503",2475,1722,22,1,3,6,1,11
MAN0505,MAN,"505",2399,2138,16,1,1,2,1,9
MAN0507,MAN,"507",1738,1773,27,1,2,2,1,5
MAN0509,MAN,"509",2338,1151,15,4,3,3,0,5
MAN0511,MAN,"511",2189,1507,18,2,1,3,1,6
MAN0513,MAN,"513",1307,1341,7,3,0,1,1,4
MAN0515,MAN,"515",3366,2503,38,5,0,4,0,12
MAN0517,MAN,"517",3239,2461,28,0,1,10,0,21
MAN0519,MAN,"519",4776,3090,36,1,2,5,0,12
MAN0521,MAN,"521",3409,2314,17,0,0,4,1,19
MAN0523,MAN,"523",2312,1714,28,2,1,7,0,15
MAN0525,MAN,"525",2544,791,20,1,1,3,0,7
MAN0527,MAN,"527",1489,320,10,1,0,0,2,2
NAS0101,NAS,"101",1107,1170,24,0,0,1,2,7
NAS0102,NAS,"102",3263,2313,50,2,1,1,2,16
NAS0201,NAS,"201",3378,2013,44,4,0,6,1,14
NAS0202,NAS,"202",2555,1514,21,1,0,1,0,10
NAS0203,NAS,"203",2428,834,32,2,3,4,0,9
NAS0204,NAS,"204",4156,2008,78,4,1,4,4,8
NAS0301,NAS,"301",2428,986,53,2,1,7,2,9
NAS0302,NAS,"302",3323,1112,60,0,3,1,4,9
NAS0303,NAS,"303",2893,828,51,3,1,1,1,2
NAS0401,NAS,"401",4204,624,26,1,0,7,1,5
NAS0402,NAS,"402",1210,67,9,0,0,0,0,0
NAS0403,NAS,"403",2378,207,18,0,1,2,2,2
NAS0501,NAS,"501",1733,805,49,2,0,5,1,5
NAS0503,NAS,"503",4572,772,33,5,1,2,4,10
NAS0504,NAS,"504",2938,311,21,2,0,1,0,3
OKA0001,OKA,"1",1953,239,20,2,1,1,2,3
OKA0002,OKA,"2",556,47,1,1,0,1,0,1
OKA0003,OKA,"3",973,153,12,0,1,2,0,1
OKA0004,OKA,"4",981,152,14,2,0,0,0,2
OKA0005,OKA,"5",818,146,6,1,0,1,0,1
OKA0006,OKA,"6",2652,634,43,0,4,4,4,5
OKA0007,OKA,"7",1178,283,20,1,1,0,0,9
OKA0008,OKA,"8",2624,893,58,1,6,6,5,14
OKA0009,OKA,"9",2442,908,58,3,1,8,2,13
OKA0010,OKA,"10",2926,1882,93,3,2,15,3,20
OKA0011,OKA,"11",5147,3536,204,6,3,17,12,38
OKA0012,OKA,"12",220,460,4,0,2,0,0,0
OKA0013,OKA,"13",2306,814,37,2,0,4,1,5
OKA0014,OKA,"14",1725,700,42,2,1,7,1,6
OKA0015,OKA,"15",1763,657,51,2,2,2,1,7
OKA0016,OKA,"16",1541,763,32,2,2,2,0,7
OKA0017,OKA,"17",1433,936,59,2,2,5,0,13
OKA0018,OKA,"18",1382,681,31,2,2,1,3,3
OKA0019,OKA,"19",733,615,29,2,1,1,0,3
OKA0020,OKA,"20",1628,518,25,4,2,0,1,11
OKA0021,OKA,"21",1501,667,33,1,1,2,2,6
OKA0022,OKA,"22",1099,607,22,2,0,1,1,8
OKA0023,OKA,"23",260,203,22,0,0,2,0,1
OKA0024,OKA,"24",1388,905,39,2,4,6,2,8
OKA0025,OKA,"25",1085,447,31,1,1,9,0,8
OKA0026,OKA,"26",1772,535,37,1,0,5,4,18
OKA0027,OKA,"27",136,69,6,0,0,0,1,0
OKA0028,OKA,"28",227,78,3,0,0,0,0,1
OKA0029,OKA,"29",1243,476,41,1,2,2,0,9
OKA0030,OKA,"30",942,398,18,0,1,1,0,4
OKA0031,OKA,"31",1365,503,19,1,1,1,1,10
OKA0032,OKA,"32",1526,634,18,2,1,5,0,5
OKA0033,OKA,"33",3078,1089,52,1,2,1,2,18
OKA0034,OKA,"34",1737,1003,60,7,2,7,1,7
OKA0035,OKA,"35",2114,747,32,1,2,2,1,4
OKA0036,OKA,"36",1713,654,32,2,1,2,1,9
OKA0037,OKA,"37",1690,674,43,2,4,4,5,14
OKA0038,OKA,"38",1172,616,26,2,3,4,2,10
OKA0039,OKA,"39",1202,654,35,0,1,1,1,6
OKA0040,OKA,"40",1872,704,29,1,1,6,5,11
OKA0041,OKA,"41",812,344,15,0,1,4,0,4
OKA0042,OKA,"42",923,818,27,2,2,5,2,6
OKA0043,OKA,"43",1365,551,32,0,1,2,1,3
OKA0044,OKA,"44",1069,447,22,1,1,4,1,3
OKA0045,OKA,"45",2192,1279,97,1,1,6,3,17
OKA0046,OKA,"46",2716,1072,66,1,3,10,0,21
OKA0047,OKA,"47",926,467,41,1,2,2,0,2
OKA0048,OKA,"48",59,31,0,0,0,0,0,0
OKA0049,OKA,"49",2155,650,21,2,0,1,3,3
OKA0050,OKA,"50",1998,614,22,2,0,1,1,8
OKA0051,OKA,"51",1297,374,23,1,0,1,1,6
OKA0052,OKA,"52",2183,921,78,0,2,9,3,13
OKE0001,OKE,"01",960,222,3,0,0,0,0,0
OKE0002,OKE,"02",530,108,1,0,0,0,0,0
OKE0003,OKE,"03",1569,400,8,0,0,2,0,8
OKE0004,OKE,"04",1094,729,12,0,2,0,0,3
OKE0005,OKE,"05",837,297,4,0,0,0,0,3
OKE0006,OKE,"06",1595,789,13,2,0,1,4,4
OKE0007,OKE,"07",585,389,6,0,0,1,0,1
OKE0008,OKE,"08",1924,676,4,3,1,2,1,3
OKE0009,OKE,"09",959,351,7,2,0,0,2,2
OKE0010,OKE,"10",699,198,2,0,0,1,0,4
OKE0011,OKE,"11",718,231,6,1,1,0,1,3
ORA0101,ORA,"101",1245,2170,19,1,2,6,3,9
ORA0102,ORA,"102",888,1382,17,2,2,2,0,7
ORA0103,ORA,"103",1004,1203,21,1,0,1,1,8
ORA0104,ORA,"104",1333,1994,21,2,5,8,0,10
ORA0105,ORA,"105",555,1331,13,1,2,0,0,9
ORA0106,ORA,"106",1803,1831,31,0,3,8,4,8
ORA0107,ORA,"107",1695,1087,29,1,0,2,3,13
ORA0108,ORA,"108",1483,1629,19,5,5,7,0,10
ORA0109,ORA,"109",2163,2888,46,3,2,2,2,15
ORA0110,ORA,"110",1633,1706,21,2,0,4,1,2
ORA0111,ORA,"111",1554,1139,23,2,1,6,2,10
ORA0112,ORA,"112",1224,1135,15,0,1,9,0,8
ORA0113,ORA,"113",1580,1766,22,3,1,2,0,11
ORA0114,ORA,"114",791,1486,22,1,2,6,1,3
ORA0115,ORA,"115",1564,1714,20,2,0,4,0,6
ORA0116,ORA,"116",1328,1770,19,0,2,6,1,7
ORA0117,ORA,"117",941,1664,25,0,0,5,2,11
ORA0118,ORA,"118",1093,1468,15,2,4,2,1,5
ORA0119,ORA,"119",1185,1880,20,2,2,2,1,10
ORA0120,ORA,"120",1060,1386,13,2,1,2,0,9
ORA0121,ORA,"121",958,1559,10,0,1,4,0,3
ORA0122,ORA,"122",709,1309,11,1,0,6,0,7
ORA0123,ORA,"123",1101,1584,8,1,0,4,0,6
ORA0124,ORA,"124",1250,3308,52,3,4,15,0,16
ORA0125,ORA,"125",1463,1657,11,1,0,5,3,2
ORA0126,ORA,"126",1700,1831,28,3,2,8,1,8
ORA0127,ORA,"127",973,918,14,0,1,2,1,3
ORA0128,ORA,"128",1659,1422,13,0,3,1,0,8
ORA0129,ORA,"129",1767,924,17,0,0,4,1,4
ORA0130,ORA,"130",2483,1849,23,0,1,2,0,9
ORA0131,ORA,"131",1892,2241,28,2,0,13,2,17
ORA0132,ORA,"132",2358,2258,48,0,1,8,0,17
ORA0133,ORA,"133",2050,2368,32,2,0,4,2,7
ORA0134,ORA,"134",1856,1965,23,7,0,1,0,9
ORA0135,ORA,"135",1896,2125,28,2,2,5,0,19
ORA0136,ORA,"136",1062,931,14,0,1,4,2,8
ORA0137,ORA,"137",670,1283,7,1,2,5,0,3
ORA0138,ORA,"138",1672,1495,16,0,3,3,0,5
ORA0139,ORA,"139",2621,3440,53,5,3,5,2,10
ORA0140,ORA,"140",2568,3624,58,4,1,7,4,8
ORA0141,ORA,"141",2153,3260,44,3,2,6,4,13
ORA0201,ORA,"201",721,575,5,2,0,3,0,2
ORA0202,ORA,"202",802,824,10,1,0,3,2,8
ORA0203,ORA,"203",282,1128,7,0,0,4,0,4
ORA0204,ORA,"204",116,1042,1,1,0,4,1,2
ORA0205,ORA,"205",135,183,4,0,0,0,0,0
ORA0206,ORA,"206",758,1331,22,1,4,5,0,11
ORA0207,ORA,"207",1017,1565,22,3,7,13,2,8
ORA0208,ORA,"208",1382,1828,26,4,2,7,0,7
ORA0209,ORA,"209",921,1376,16,2,1,2,0,7
ORA0210,ORA,"210",444,1139,9,2,0,1,1,5
ORA0211,ORA,"211",307,1325,6,0,4,2,0,2
ORA0212,ORA,"212",332,1165,4,0,3,0,0,5
ORA0213,ORA,"213",447,2663,11,2,3,6,1,9
ORA0214,ORA,"214",702,2585,21,1,4,8,3,16
ORA0215,ORA,"215",411,2483,12,0,3,6,0,4
ORA0216,ORA,"216",343,1427,5,0,1,0,1,3
ORA0217,ORA,"217",523,2738,8,0,2,7,0,8
ORA0218,ORA,"218",1141,1737,31,0,4,5,0,2
ORA0219,ORA,"219",1029,1945,22,4,1,10,0,4
ORA0220,ORA,"220",1696,1560,30,2,1,1,4,6
ORA0221,ORA,"221",1348,1266,21,1,1,5,0,7
ORA0222,ORA,"222",1326,2500,22,0,3,6,1,11
ORA0223,ORA,"223",1425,3266,24,1,4,13,0,12
ORA0224,ORA,"224",774,674,16,0,0,3,0,4
ORA0225,ORA,"225",544,2360,10,1,1,6,0,7
ORA0226,ORA,"226",399,1105,9,2,0,1,0,4
ORA0227,ORA,"227",1167,2062,15,3,2,6,5,14
ORA0228,ORA,"228",990,1165,7,2,1,1,0,5
ORA0229,ORA,"229",1475,1481,28,2,3,4,1,6
ORA0230,ORA,"230",413,391,7,0,3,1,1,3
ORA0231,ORA,"231",622,981,14,1,1,4,0,5
ORA0232,ORA,"232",1936,2041,19,3,1,4,2,7
ORA0233,ORA,"233",1051,1578,14,1,2,6,3,5
ORA0234,ORA,"234",1926,1343,18,1,0,5,0,19
ORA0235,ORA,"235",1845,1325,20,1,1,3,1,5
ORA0236,ORA,"236",977,495,10,3,2,4,1,7
ORA0237,ORA,"237",1574,1315,16,0,3,5,1,10
ORA0238,ORA,"238",2232,1630,28,1,1,4,0,14
ORA0239,ORA,"239",2005,1473,26,0,1,1,1,13
ORA0240,ORA,"240",1478,2691,36,3,0,6,1,9
ORA0301,ORA,"301",581,1335,15,1,3,1,0,7
ORA0302,ORA,"302",1013,1577,22,0,2,4,1,11
ORA0303,ORA,"303",987,1938,32,2,2,5,1,12
ORA0304,ORA,"304",1175,1867,20,1,6,8,2,11
ORA0305,ORA,"305",1083,1498,27,1,2,7,1,11
ORA0306,ORA,"306",972,1630,15,0,3,8,0,11
ORA0307,ORA,"307",1153,2372,32,4,4,14,0,15
ORA0308,ORA,"308",622,883,14,1,2,8,1,6
ORA0309,ORA,"309",804,1250,17,1,2,3,1,9
ORA0310,ORA,"310",229,485,6,1,2,2,0,1
ORA0311,ORA,"311",1150,1157,26,0,2,4,1,8
ORA0312,ORA,"312",1414,1754,27,4,1,20,0,10
ORA0313,ORA,"313",669,1036,14,2,2,4,1,5
ORA0314,ORA,"314",1168,2068,22,2,6,7,5,17
ORA0315,ORA,"315",653,1299,10,5,2,2,0,3
ORA0316,ORA,"316",998,2219,16,2,1,10,2,8
ORA0317,ORA,"317",1085,1800,15,2,2,5,2,9
ORA0318,ORA,"318",882,1434,9,3,2,2,1,3
ORA0319,ORA,"319",761,1324,11,1,1,1,2,10
ORA0320,ORA,"320",944,1164,7,0,1,1,3,3
ORA0321,ORA,"321",1081,2217,15,2,2,3,1,11
ORA0322,ORA,"322",1104,1877,6,6,2,4,1,6
ORA0323,ORA,"323",936,1217,14,1,2,4,1,5
ORA0324,ORA,"324",1013,1401,17,2,0,5,0,2
ORA0325,ORA,"325",1173,1879,33,0,3,9,2,5
ORA0326,ORA,"326",1566,1809,41,1,0,5,0,8
ORA0327,ORA,"327",966,1527,27,2,1,6,1,7
ORA0328,ORA,"328",735,1027,12,1,1,3,1,3
ORA0329,ORA,"329",626,1151,9,3,6,2,1,3
ORA0330,ORA,"330",1115,899,19,0,0,3,1,4
ORA0331,ORA,"331",985,1368,5,3,3,3,0,6
ORA0332,ORA,"332",526,1025,8,0,1,3,0,5
ORA0333,ORA,"333",1345,788,23,0,1,9,0,3
ORA0334,ORA,"334",1685,1161,18,0,1,5,1,17
ORA0335,ORA,"335",1200,849,23,0,0,1,1,10
ORA0336,ORA,"336",1191,1993,21,3,2,13,1,8
ORA0337,ORA,"337",1546,1360,37,0,0,6,1,12
ORA0338,ORA,"338",1136,1105,20,1,0,1,0,5
ORA0339,ORA,"339",559,817,8,3,1,2,1,6
ORA0340,ORA,"340",650,1407,14,7,1,5,3,5
ORA0341,ORA,"341",910,1558,35,3,4,1,2,6
ORA0342,ORA,"342",228,395,5,0,0,3,0,0
ORA0401,ORA,"401",1244,1653,25,1,1,5,0,5
ORA0402,ORA,"402",1122,2690,40,3,1,8,1,10
ORA0403,ORA,"403",1129,1918,16,0,0,5,0,10
ORA0404,ORA,"404",919,1509,29,3,3,8,0,3
ORA0405,ORA,"405",90,14,0,0,0,1,0,0
ORA0406,ORA,"406",937,1575,17,1,0,2,0,11
ORA0407,ORA,"407",777,1006,21,2,3,3,0,6
ORA0408,ORA,"408",1364,1572,24,1,2,5,2,17
ORA0409,ORA,"409",1438,1977,31,3,2,8,2,19
ORA0410,ORA,"410",1314,2029,22,1,1,5,0,11
ORA0411,ORA,"411",1193,1529,22,1,1,3,0,10
ORA0412,ORA,"412",804,1355,14,2,3,4,2,9
ORA0413,ORA,"413",1179,1798,22,1,3,6,0,12
ORA0414,ORA,"414",1510,2029,30,6,3,6,1,15
ORA0415,ORA,"415",722,1056,14,0,0,3,0,4
ORA0416,ORA,"416",19,8,0,0,0,0,0,0
