STATEFP20,COUNTYFP20,VTDST20,GEOID20,NAME20,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREABLA,G20PREOCAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20USSRHYD,G20USSDESP,G20USSLEDW
"28","101","000504","28101000504",Newton 5,289,230,1,0,1,0,5,1,1,279,245,2
"28","101","000304","28101000304",Prospect,385,22,3,0,0,0,0,0,0,370,28,9
"28","101","000303","28101000303",Conehatta,309,147,6,0,1,2,0,0,2,288,161,13
"28","049","000120","28049000120","83",43,1747,1,5,0,1,4,1,1,26,1779,2
"28","049","000111","28049000111","43",76,1094,4,1,1,1,8,0,0,51,1119,10
"28","049","000116","28049000116","79",141,1106,1,0,3,0,11,1,0,126,1125,8
"28","049","000105","28049000105","37",123,487,4,3,0,1,3,0,0,111,507,4
"28","049","000501","28049000501","01",111,555,6,2,1,2,4,0,0,94,581,8
"28","049","000121","28049000121","32",368,266,13,2,0,4,3,2,0,372,278,11
"28","049","000103","28049000103","35",801,390,14,0,0,3,9,2,0,795,409,22
"28","049","000106","28049000106","38",27,522,3,0,1,1,6,0,0,23,535,3
"28","049","000115","28049000115","78",379,687,3,2,1,0,6,1,0,373,696,9
"28","049","000110","28049000110","42",46,762,0,2,0,0,8,0,1,35,780,7
"28","049","000114","28049000114","46",661,1397,9,1,2,1,4,3,1,642,1436,13
"28","049","000209","28049000209","40",19,821,0,0,1,2,4,0,0,12,832,3
"28","049","000204","28049000204","14",332,380,4,1,1,3,4,0,1,320,397,11
"28","159","000102","28159000102",Fairground,1023,627,7,0,1,0,5,0,0,972,665,29
"28","159","000303","28159000303",Mill Creek,727,396,7,0,0,1,3,2,0,688,435,8
"28","159","000204","28159000204",Lovorn Tractor,230,182,1,0,0,0,3,0,0,219,190,4
"28","159","000203","28159000203",Nanih Waiya,919,184,2,1,0,0,1,0,0,883,210,14
"28","159","000201","28159000201",East Winston,441,156,5,0,0,0,1,0,0,423,174,8
"28","159","000405","28159000405",Shiloh,289,90,1,0,0,0,0,1,0,277,98,5
"28","159","000401","28159000401",Zion Ridge,56,398,0,0,0,0,3,0,0,51,413,1
"28","159","000504","28159000504",Mars Hill,373,250,3,0,0,0,0,0,0,350,274,7
"28","159","000104","28159000104",New National Guard,262,89,7,0,0,0,0,1,0,252,97,11
"28","159","000502","28159000502",Noxapater,512,256,4,0,1,0,1,0,0,482,271,16
"28","049","000216","28049000216","41",16,1159,1,0,1,1,2,2,0,10,1174,1
"28","049","000511","28049000511","18",8,316,1,0,0,1,3,1,0,4,323,4
"28","049","000507","28049000507",Terry 1,313,1123,3,0,2,0,5,3,0,275,1161,9
"28","049","000313","28049000313","56",11,168,0,0,1,1,4,0,1,5,182,1
"28","049","000512","28049000512","19",3,310,0,1,1,0,2,0,0,4,316,2
"28","049","000406","28049000406",Clinton 6,454,803,11,0,2,1,6,3,0,417,836,25
"28","049","000318","28049000318","62",25,816,0,1,2,1,10,2,0,18,822,7
"28","049","000502","28049000502","02",12,150,1,0,0,0,4,0,0,9,156,1
"28","049","000304","28049000304","59",20,664,1,1,0,1,3,0,2,13,683,1
"28","049","000312","28049000312","55",17,447,1,0,0,2,2,0,1,9,458,0
"28","049","000311","28049000311","54",5,285,1,0,0,0,1,0,0,3,287,2
"28","049","000314","28049000314","57",9,416,1,0,1,2,2,0,0,7,423,1
"28","049","000310","28049000310","71",47,475,0,0,0,1,5,0,1,38,489,3
"28","049","000521","28049000521","64",7,269,0,1,1,0,1,0,0,6,271,0
"28","049","000515","28049000515","47",30,332,0,0,0,0,5,0,0,23,343,2
"28","049","000509","28049000509","72",18,354,2,1,0,0,2,1,0,16,357,5
"28","049","000525","28049000525","58",15,744,2,0,1,1,4,1,1,8,760,5
"28","049","000508","28049000508","70",13,294,3,0,1,0,2,2,1,11,307,3
"28","049","000410","28049000410","73",29,424,0,0,0,1,2,1,2,19,436,4
"28","049","000208","28049000208","39",16,644,4,0,0,2,4,0,0,11,657,3
"28","111","000101","28111000101",New Augusta Comm Ctr,129,105,4,0,0,1,0,0,0,114,116,7
"28","111","000102","28111000102",Indian Springs,154,133,1,0,0,0,0,0,1,143,136,7
"28","111","000201","28111000201",Prospect,215,17,0,0,0,0,0,0,0,200,24,9
"28","111","000202","28111000202",Runnelstown,899,56,2,0,0,0,1,0,0,858,83,18
"28","111","000401","28111000401",Richton Multi-Purpose,267,100,1,1,1,0,1,0,0,239,119,6
"28","111","000301","28111000301",Richton Holly Street,1115,167,7,0,2,0,2,2,1,1031,220,42
"28","111","000402","28111000402",Hintonville,190,87,0,0,0,1,0,0,0,184,90,7
"28","111","000403","28111000403",Arlington,402,68,1,0,2,0,1,0,1,375,86,10
"28","111","000404","28111000404",Miracle Temple,37,100,0,0,0,0,1,0,0,33,103,1
"28","111","000501","28111000501",New Augusta Courthouse,262,35,3,2,0,0,1,0,0,249,43,9
"28","045","000014","28045000014",Kiln West,657,106,5,0,1,0,4,0,0,586,151,24
"28","045","000001","28045000001",Pearlington,393,197,2,2,1,0,0,0,0,328,229,24
"28","045","000022","28045000022",Dedeaux,529,48,2,0,0,0,1,0,0,474,85,18
"28","045","000010","28045000010",North Bay East,335,264,9,1,0,0,3,1,1,303,298,11
"28","045","000012","28045000012",Garden Isle,431,118,2,0,1,0,0,0,0,385,139,16
"28","045","000016","28045000016",Edwardsville,467,63,1,1,0,0,0,0,0,420,91,20
"28","045","000028","28045000028",Courthouse,148,60,3,0,0,0,1,1,0,140,71,0
"28","045","000011","28045000011",North Bay West,665,221,15,0,3,0,1,0,0,608,264,33
"28","045","000009","28045000009",City Hall,199,462,7,1,1,0,3,0,0,173,490,8
"28","007","000102","28007000102",Williamsville,768,332,4,1,3,0,3,1,0,740,365,9
"28","023","000206","28023000206",Beaverdam,64,143,0,2,0,0,0,0,0,60,150,1
"28","139","000106","28139000106",North Falkner,167,44,0,2,0,0,0,1,0,149,59,5
"28","081","000107","28081000107",Fellowship,449,78,6,1,0,0,1,0,0,419,93,15
"28","081","000112","28081000112",Mooreville,1320,129,12,0,0,2,3,1,0,1225,188,39
"28","081","000101","28081000101",Baldwyn,345,335,3,0,0,2,3,0,0,327,357,4
"28","081","000108","28081000108",Veteran's Park,1321,428,19,0,1,2,2,1,1,1230,496,43
"28","081","000109","28081000109",Tupelo 1,430,113,3,1,1,1,2,0,0,426,115,12
"28","081","000113","28081000113",Auburn,979,124,4,5,0,0,1,2,0,918,152,36
"28","081","000106","28081000106",Hebron,323,32,2,1,0,0,0,0,1,311,38,9
"28","081","000103","28081000103",Friendship,176,11,0,0,0,0,0,0,0,171,15,0
"28","081","000110","28081000110",Eggville,427,28,1,1,0,0,1,1,0,408,39,7
"28","081","000102","28081000102",Pratts,289,28,1,0,0,2,0,1,0,281,36,3
"28","081","000105","28081000105",Unity,452,35,2,1,0,0,0,0,0,424,47,18
"28","081","000509","28081000509",Gilvo,125,21,3,0,0,0,1,0,1,119,26,6
"28","081","000115","28081000115",Tupelo 2,1639,963,38,9,4,2,12,2,0,1535,1077,70
"28","081","000506","28081000506",Richmond,336,62,2,0,0,0,2,1,0,312,74,13
"28","081","000505","28081000505",Plantersville,372,400,3,2,1,0,6,2,0,349,428,9
"28","081","000504","28081000504",Brewer,333,53,2,0,0,0,0,1,0,317,66,4
"28","081","000508","28081000508",Tupelo 5,327,431,8,0,0,1,2,0,0,294,460,16
"28","081","000304","28081000304",Tupelo 4 North,378,1369,19,2,1,7,11,4,1,318,1450,26
"28","081","000507","28081000507",Kedron,339,136,4,0,0,0,1,0,0,327,144,10
"28","081","000503","28081000503",Shannon,237,319,5,0,0,0,0,2,0,221,340,4
"28","081","000404","28081000404",Palmetto,455,323,1,0,0,1,7,2,0,411,364,14
"28","081","000402","28081000402",Old Union,228,179,1,0,1,0,1,2,0,214,184,10
"28","081","000401","28081000401",Pleasant Grove,292,498,2,0,3,0,1,1,0,267,522,9
"28","021","000103","28021000103",District 1B,7,320,0,0,0,0,4,0,0,3,326,4
"28","021","000403","28021000403",District 4D,70,30,0,0,0,0,0,1,0,70,28,2
"28","021","000302","28021000302",District 3B,18,16,0,0,0,0,0,0,0,17,17,0
"28","021","000501","28021000501",District 5A,23,487,1,1,0,2,2,0,0,19,497,0
"28","021","000502","28021000502",District 5B,60,394,3,2,2,0,2,1,1,60,413,2
"28","071","000201","28071000201",Philadelphia,144,99,0,0,0,0,0,0,0,134,103,5
"28","071","000402","28071000402",Taylor 3,202,411,4,2,2,1,1,1,0,186,426,8
"28","071","000302","28071000302",Abbeville,425,563,1,0,0,0,4,1,1,393,587,15
"28","071","000303","28071000303",College Hill,1059,770,33,1,1,3,4,1,0,972,856,40
"28","071","000401","28071000401",Burgess,343,133,3,2,1,0,2,0,0,320,152,10
"28","071","000405","28071000405",Anchor-Taylor 4,486,93,2,0,0,0,0,0,0,450,113,11
"28","071","000403","28071000403",Union West,217,87,2,1,0,0,0,0,0,211,90,6
"28","071","000301","28071000301",Harmontown,436,43,2,1,1,1,0,0,0,380,71,21
"28","153","000105","28153000105",State Line,355,242,5,0,2,0,4,0,0,332,272,14
"28","153","000103","28153000103",Chicora,239,57,1,0,0,0,0,0,1,222,67,6
"28","153","000101","28153000101",Buckatunna,242,254,2,2,0,1,3,0,1,229,272,6
"28","153","000502","28153000502",Clara,1234,45,9,0,0,1,0,0,1,1188,80,23
"28","153","000201","28153000201",Waynesboro 2,392,432,4,1,3,2,8,0,0,362,472,12
"28","153","000204","28153000204",Denham,355,77,5,1,0,1,2,0,0,337,100,6
"28","153","000202","28153000202",Big Rock,96,76,3,1,0,0,1,0,0,93,81,3
"28","153","000203","28153000203",Winchester,225,344,0,0,3,1,2,1,0,217,352,4
"28","153","000303","28153000303",Hiwannee,87,203,0,0,0,0,1,0,0,79,209,4
"28","153","000505","28153000505",Strengthford,186,4,0,0,0,0,0,1,1,173,13,4
"28","153","000503","28153000503",Corinth,263,7,0,0,0,0,0,0,0,255,15,3
"28","153","000404","28153000404",Pleasant Grove,286,107,3,0,1,1,0,1,0,272,123,7
"28","153","000405","28153000405",Eucutta,170,53,2,1,1,0,2,0,0,162,62,4
"28","087","000301","28087000301",Trinity,204,604,2,2,0,0,4,2,1,186,624,9
"28","087","000102","28087000102",Steens,457,62,5,4,0,0,0,1,0,436,83,7
"28","087","000104","28087000104",East Columbus Gym,575,1380,4,2,3,1,7,1,1,517,1439,20
"28","087","000204","28087000204",Air Base,538,484,7,2,0,0,5,1,0,494,527,15
"28","087","000202","28087000202",Brandon,842,839,15,1,0,0,6,1,2,793,887,27
"28","087","000502","28087000502",Hunt,49,1278,3,2,1,1,5,1,0,33,1301,7
"28","087","000505","28087000505",University,318,334,10,2,1,0,1,1,0,305,349,16
"28","087","000403","28087000403",Plum Grove,36,285,0,1,0,0,0,0,0,30,292,1
"28","087","000504","28087000504",15th Street Church,98,566,0,1,1,4,3,1,0,93,578,3
"28","087","000404","28087000404",Crawford,179,648,2,3,1,0,3,3,0,165,667,5
"28","035","000109","28035000109",Dantzler,510,36,2,0,0,0,0,1,1,482,57,9
"28","035","000104","28035000104",Westside,330,474,14,2,2,6,6,0,1,303,513,18
"28","035","000101","28035000101",Timberton,716,233,9,1,0,0,0,1,0,692,255,18
"28","035","000107","28035000107",Dixie,1115,147,10,2,2,0,1,0,1,1033,197,41
"28","035","000206","28035000206",Eureka School,14,382,1,0,1,0,3,0,0,8,388,3
"28","035","000201","28035000201",Rawls Springs,472,447,13,2,2,0,4,2,2,454,473,13
"28","035","000402","28035000402",Mclaurin,323,49,4,0,1,0,1,0,0,309,63,6
"28","035","000502","28035000502",Carnes,716,28,4,1,2,0,0,0,1,657,67,24
"28","035","000501","28035000501",Brooklyn,467,30,6,0,0,0,0,1,0,445,47,10
"28","035","000207","28035000207",West Hills,357,267,8,3,0,2,1,0,0,336,283,17
"28","035","000110","28035000110",Richburg,359,196,6,0,0,1,3,0,0,352,201,12
"28","035","000203","28035000203",Glendale,279,712,2,0,1,1,4,1,0,250,742,11
"28","035","000202","28035000202",Eatonville,561,197,5,0,0,0,0,0,0,538,215,10
"28","035","000205","28035000205",Hattiesburg Cultural Center,47,603,3,2,1,0,5,1,1,39,618,5
"28","035","000406","28035000406",Rowan School,14,507,1,1,0,0,3,1,1,6,527,1
"28","035","000503","28035000503",Maxie,154,39,4,0,0,0,0,0,0,141,49,6
"28","035","000507","28035000507",Thames School,1179,644,30,2,1,5,6,1,0,1124,696,41
"28","033","000511","28033000511",Baker's Chapel,689,153,10,1,3,0,2,2,2,655,175,25
"28","033","000109","28033000109",Cumberland,682,1001,21,4,1,2,2,0,2,615,1060,43
"28","033","000106","28033000106",Olive Branch North,1058,932,13,2,2,4,3,1,2,985,988,32
"28","033","000107","28033000107",Hacks Cross Road,1031,757,22,1,1,2,6,3,1,916,853,59
"28","033","000110","28033000110",Olive Branch East,756,775,18,3,1,1,6,0,2,704,830,29
"28","033","000509","28033000509",Alphaba-Cockrum,1002,125,8,0,2,1,1,2,1,949,147,41
"28","033","000203","28033000203",Southaven North,1134,674,22,3,1,4,9,3,7,1021,773,58
"28","033","000401","28033000401",Southaven South,196,585,14,4,1,1,3,4,3,165,623,18
"28","033","000402","28033000402",Horn Lake East,388,711,9,0,1,2,3,2,3,338,756,20
"28","033","000306","28033000306",Lake Cormorant,361,157,2,0,0,0,1,0,0,339,169,13
"28","033","000506","28033000506",Hernando East,3330,767,42,4,2,5,2,1,5,3098,932,118
"28","033","000404","28033000404",Northwest Community College,944,1099,22,3,2,0,14,7,3,862,1191,39
"28","033","000304","28033000304",Horn Lake West,457,664,6,2,3,1,9,2,2,369,738,37
"28","033","000307","28033000307",Horn Lake North,489,860,12,4,1,1,4,5,4,433,924,23
"28","033","000508","28033000508",Love,1144,197,9,2,2,1,2,0,1,1085,232,35
"28","033","000510","28033000510",Hernando Central,1902,538,22,2,0,4,6,2,4,1745,639,85
"28","033","000301","28033000301",Colonial Hills,552,275,18,3,5,0,5,0,1,495,331,28
"28","033","000403","28033000403",Horn Lake High School,1106,644,19,0,2,2,6,0,2,1056,694,34
"28","033","000406","28033000406",Eudora,1083,234,17,3,2,1,5,0,4,991,306,47
"28","033","000505","28033000505",Lewisburg,2367,916,18,4,0,6,13,5,1,2241,1032,59
"28","055","000101","28055000101",Valley Park,68,19,2,0,0,0,0,0,0,67,20,1
"28","121","000210","28121000210",Castlewoods East,1767,741,23,1,2,4,4,0,1,1707,783,54
"28","121","000209","28121000209",Grant's Ferry,1817,856,30,5,4,2,5,8,0,1730,911,77
"28","121","000201","28121000201",Castlewoods West,1711,807,35,3,0,0,3,0,1,1632,852,61
"28","121","000502","28121000502",Springhill,877,159,3,2,1,3,1,0,0,848,184,22
"28","121","000413","28121000413",Brandon Central,1227,325,11,0,1,1,2,1,1,1161,355,36
"28","015","000109","28015000109",Gravel Hill,394,44,0,0,0,0,0,0,0,373,59,3
"28","015","000112","28015000112",Salem,72,157,0,0,0,0,0,0,0,67,163,1
"28","015","000114","28015000114",East Vaiden,310,260,1,2,4,0,2,0,0,288,289,6
"28","015","000113","28015000113",West Vaiden,205,169,1,0,2,0,0,1,0,194,187,5
"28","015","000103","28015000103",Calvary,168,3,1,1,1,0,0,0,0,158,10,5
"28","015","000104","28015000104",North Carrollton,364,68,2,0,1,0,0,1,0,347,81,11
"28","015","000106","28015000106",Carrollton,309,63,0,0,0,0,1,0,0,299,69,6
"28","015","000107","28015000107",West Carroll,368,36,1,0,0,0,0,0,0,356,42,5
"28","015","000101","28015000101",Ray's Shop,760,64,2,2,0,0,3,0,0,716,93,20
"28","015","000110","28015000110",Black Hawk,213,74,0,0,0,0,0,0,0,192,92,3
"28","015","000111","28015000111",430 School,94,173,0,0,0,1,2,0,2,89,183,2
"28","131","000302","28131000302",Elarbee,361,30,2,0,3,0,1,1,0,352,38,9
"28","131","000304","28131000304",Magnolia,372,24,5,0,0,1,0,1,0,350,40,14
"28","131","000101","28131000101",Bond,116,10,2,0,0,0,0,1,0,105,20,4
"28","131","000301","28131000301",Perkinston,270,60,0,0,0,0,0,0,1,251,65,11
"28","105","000204","28105000204",North Starkville 2,142,580,4,3,1,0,2,4,2,124,608,5
"28","105","000503","28105000503",Sessums,288,656,6,3,2,0,5,1,2,281,684,6
"28","105","000303","28105000303",Bell Schoolhouse,111,210,0,0,0,0,1,0,0,105,212,2
"28","105","000304","28105000304",North Adaton,300,293,1,1,2,0,2,0,0,280,307,11
"28","105","000305","28105000305",Maben,109,119,0,0,1,1,1,1,0,106,123,2
"28","105","000402","28105000402",South Longview,101,50,1,0,0,1,0,0,0,97,51,3
"28","105","000403","28105000403",Craig Springs,198,12,5,0,0,0,0,0,0,189,21,3
"28","105","000405","28105000405",Sturgis,560,201,4,0,1,0,1,0,1,534,220,11
"28","105","000501","28105000501",Central Starkville,216,752,12,4,1,3,4,1,1,188,795,13
"28","105","000504","28105000504",Oktoc,298,426,5,4,0,0,0,1,2,290,437,11
"28","155","000102","28155000102",Eupora 1,398,425,3,1,1,1,8,2,2,369,455,15
"28","155","000101","28155000101",Bluff Springs,81,49,0,0,0,0,0,0,0,76,57,0
"28","155","000202","28155000202",Walthall,337,20,1,0,0,0,2,0,0,322,30,6
"28","155","000204","28155000204",Eupora 2,235,39,5,0,1,0,0,1,0,215,46,18
"28","155","000205","28155000205",Bellefontaine,235,28,4,0,0,0,0,0,0,227,32,3
"28","155","000201","28155000201",Cadaretta,100,8,0,0,0,0,0,0,0,98,8,3
"28","155","000504","28155000504",Mantee,319,34,1,0,0,0,0,0,0,307,43,6
"28","155","000503","28155000503",Cumberland,282,54,2,0,0,0,0,0,0,264,64,8
"28","155","000501","28155000501",Fame,214,12,1,0,0,0,2,0,0,195,23,8
"28","155","000502","28155000502",Clarkson,312,10,0,0,0,0,0,0,0,290,27,4
"28","155","000401","28155000401",Big Black,192,16,0,0,0,0,0,0,0,176,23,6
"28","155","000403","28155000403",Maben,342,115,6,0,1,1,1,0,1,330,129,10
"28","155","000304","28155000304",Grady,201,41,0,0,0,0,2,0,0,191,47,5
"28","155","000303","28155000303",Tomnolen,290,32,0,1,1,0,0,0,0,278,37,8
"28","155","000301","28155000301",Fay,104,3,0,0,0,0,0,0,0,99,7,1
"28","155","000302","28155000302",Eupora 3,181,67,0,0,0,0,0,1,0,164,78,5
"28","155","000402","28155000402",Mathiston,468,90,4,0,0,3,1,0,0,466,92,7
"28","041","000403","28041000403",Maples,601,56,0,1,1,1,0,1,2,543,86,16
"28","041","000303","28041000303",Piave,346,11,0,0,1,0,0,0,0,333,13,5
"28","041","000304","28041000304",Wade,491,35,1,0,1,0,0,1,0,468,42,15
"28","041","000302","28041000302",Jones,203,1,0,0,0,0,0,1,0,193,8,4
"28","105","000302","28105000302",North Starkville 3,668,903,27,4,1,0,4,5,1,654,943,31
"28","105","000103","28105000103",North Longview,515,181,12,0,0,1,2,1,0,491,210,12
"28","105","000102","28105000102",South Adaton,227,160,5,0,0,0,0,1,0,220,169,2
"28","105","000104","28105000104",Double Springs,384,76,2,0,1,0,0,0,0,366,91,5
"28","105","000203","28105000203",Hickory Grove,796,1029,49,5,0,4,8,0,0,718,1113,59
"28","105","000301","28105000301",East Starkville,180,223,10,0,0,0,1,0,0,159,247,6
"28","105","000201","28105000201",Osborn,273,571,8,2,3,1,1,1,0,245,605,9
"28","139","000306","28139000306",Shady Grove,135,10,1,0,0,0,0,0,0,128,16,0
"28","015","000102","28015000102",Jefferson,158,23,0,0,0,0,0,1,0,149,31,1
"28","047","000306","28047000306",West Lizana,608,59,1,0,0,0,0,0,0,559,85,22
"28","047","000304","28047000304",West Pass Christian,767,402,10,1,0,1,1,0,0,721,431,30
"28","047","000301","28047000301",Delisle,842,548,9,0,1,0,2,2,0,789,576,39
"28","047","000315","28047000315",Vidalia,474,41,5,0,0,0,0,0,0,439,65,15
"28","047","000510","28047000510",Margaret Sherry,1399,574,30,2,1,1,4,2,3,1289,652,77
"28","047","000401","28047000401",Gulfport #3,66,368,1,0,0,0,1,1,0,53,383,4
"28","047","000404","28047000404",Gulfport #13,229,830,1,1,1,1,9,1,2,190,873,17
"28","047","000407","28047000407",East North Gulfport,31,572,2,0,0,0,7,0,0,22,588,5
"28","047","000402","28047000402",Gulfport #8,251,604,5,3,0,1,4,1,0,218,630,25
"28","047","000405","28047000405",Gulfport #14,70,989,8,3,0,1,5,2,1,54,1019,12
"28","047","000505","28047000505",East Mississippi City,1278,727,27,4,2,2,3,5,1,1197,791,68
"28","047","000115","28047000115",New Popps Ferry,684,385,13,1,3,0,2,1,0,635,422,27
"28","047","000509","28047000509",Bay Central,985,445,17,1,1,0,1,1,0,893,516,45
"28","047","000303","28047000303",Westside,394,298,4,3,0,0,3,2,1,364,317,24
"28","047","000209","28047000209",Bayou View,1384,318,16,4,0,1,1,1,0,1294,381,50
"28","047","000501","28047000501",New Hope,778,637,7,0,0,1,4,3,0,730,670,31
"28","047","000206","28047000206",Gulfport #5,373,297,4,1,1,2,2,1,0,326,328,23
"28","047","000205","28047000205",Gulfport #4,271,123,6,1,0,0,0,1,0,255,129,15
"28","047","000113","28047000113",Poplar Head,346,48,4,0,0,0,0,1,0,328,58,12
"28","047","000109","28047000109",Biloxi Central,603,481,10,5,2,2,1,0,0,548,532,23
"28","047","000101","28047000101",East Biloxi,358,801,3,2,1,0,2,1,2,317,847,12
"28","047","000110","28047000110",Biloxi Bay,524,458,19,2,1,1,5,1,0,484,492,36
"28","047","000108","28047000108",Biloxi #8,498,280,12,0,0,0,2,1,0,463,307,25
"28","047","000202","28047000202",County Farm/Gulf Haven,1486,373,19,0,0,0,2,1,2,1387,433,54
"28","109","000527","28109000527",Carriere 5,1645,193,14,3,0,0,3,1,1,1504,266,68
"28","109","000227","28109000227",Poplarville 2,885,117,13,0,2,1,0,0,2,810,161,40
"28","109","000269","28109000269",Spring Hill 2,395,27,2,1,0,0,1,0,1,378,42,7
"28","109","000321","28109000321",Caesar 3,183,5,0,0,1,0,0,0,0,167,15,5
"28","109","000407","28109000407",Picayune 4,717,80,4,0,1,1,1,0,0,631,134,24
"28","049","000203","28049000203","13",24,770,0,2,1,0,2,0,0,13,789,4
"28","049","000206","28049000206","16",339,1034,25,4,0,12,6,0,2,316,1080,26
"28","049","000301","28049000301","21",28,668,2,1,0,1,5,0,0,19,682,3
"28","049","000514","28049000514","77",144,614,0,0,0,1,5,1,0,117,649,3
"28","059","000507","28059000507",South Vancleave,2073,196,25,3,2,2,4,1,0,1934,289,73
"28","059","000113","28059000113",Orange Grove,753,131,3,0,0,0,3,0,0,693,168,18
"28","059","000209","28059000209",Fair,819,1466,9,7,3,2,4,2,0,738,1531,36
"28","059","000304","28059000304",Sacred Heart,1078,403,31,12,8,10,24,12,18,1005,475,43
"28","059","000301","28059000301",Pinecrest,638,228,4,0,1,2,2,2,1,577,273,24
"28","059","000307","28059000307",Presbyterian,784,244,13,0,2,0,3,0,0,740,283,17
"28","059","000205","28059000205",YMBC/Dantzler,440,722,1,0,0,0,4,1,1,409,755,12
"28","059","000501","28059000501",Hickory Hills,1105,605,11,0,0,0,4,1,1,1027,658,38
"28","059","000310","28059000310",Gautier,2436,1766,28,6,9,5,12,5,5,2231,1928,94
"28","059","000505","28059000505",Grace Baptist,1638,732,33,5,2,1,4,2,0,1529,800,72
"28","059","000409","28059000409",West Jackson,2190,1085,43,0,3,5,5,3,3,1987,1232,97
"28","059","000506","28059000506",Ocean Springs Civic Center,2098,991,40,6,3,1,4,3,1,1966,1083,90
"28","059","000406","28059000406",St. Martin,1666,640,24,6,1,2,8,0,2,1501,756,79
"28","057","000106","28057000106",Friendship 1D,94,7,1,0,0,0,0,0,0,87,13,2
"28","057","000304","28057000304",Mantachie 3D,150,13,1,0,0,0,0,1,0,140,19,3
"28","057","000204","28057000204",Mantachie,585,46,5,1,0,0,2,0,0,547,65,20
"28","057","000302","28057000302",Friendship,139,17,2,1,0,0,2,0,0,131,25,2
"28","057","000402","28057000402",Friendship 4D,82,3,0,0,0,0,0,0,0,76,6,3
"28","057","000503","28057000503",Friendship 5D,105,9,0,0,0,0,0,0,0,102,10,3
"28","065","000013","28065000013",South Prentiss 13,174,268,1,0,2,1,7,1,0,161,287,3
"28","065","000012","28065000012",South Prentiss 12,325,247,0,0,2,1,2,0,0,311,259,2
"28","075","000403","28075000403","10",50,215,0,0,0,0,1,0,0,45,218,3
"28","075","000504","28075000504","17",356,206,1,0,1,0,3,0,1,328,225,11
"28","075","000517","28075000517",Mt. Gilead,446,189,5,0,0,0,1,1,0,429,198,13
"28","075","000303","28075000303",Center Hill,1065,171,7,0,0,0,0,1,0,1015,193,24
"28","075","000206","28075000206",East Lauderdale,684,418,2,0,0,0,5,0,0,654,439,12
"28","075","000506","28075000506",Clarkdale,1116,98,5,2,1,0,2,1,0,1079,123,21
"28","075","000204","28075000204","14",106,710,3,1,0,0,6,1,2,88,739,10
"28","127","000401","28127000401",Magee 4-N,381,82,1,0,0,1,2,0,0,369,95,8
"28","147","000203","28147000203",East Tylertown,56,13,0,0,0,0,1,0,0,50,17,3
"28","147","000202","28147000202",West Tylertown,186,217,2,1,1,1,2,1,0,177,224,7
"28","147","000303","28147000303",Tylertown 3,295,141,2,0,1,0,2,0,0,287,152,1
"28","157","000501","28157000501",Woodville 5,220,304,0,1,1,1,1,0,2,205,298,14
"28","163","000401","28163000401",Midway,213,232,1,0,0,0,2,0,0,202,239,6
"28","161","000502","28161000502",Scuna-Vanns Mill South,59,7,0,0,0,0,0,0,0,56,8,1
"28","161","000501","28161000501",Scuna-Vanns Mill North,42,32,0,0,1,0,0,0,0,42,35,1
"28","163","000302","28163000302",3-2 Old Jr. High,80,467,2,1,0,0,5,1,0,58,495,0
"28","163","000204","28163000204",Ward 2 Welfare Office,127,221,2,0,0,0,1,0,2,115,238,2
"28","163","000109","28163000109",Valley,157,21,0,1,0,0,0,0,0,144,33,3
"28","163","000108","28163000108",Satartia,40,13,0,0,0,0,0,0,0,38,16,0
"28","019","000004","28019000004",SW Ackerman,45,249,1,0,1,1,2,1,0,47,248,5
"28","019","000003","28019000003",District 5,787,168,4,1,2,1,1,0,0,736,203,22
"28","003","000302","28003000302",Biggersville,674,137,5,1,1,0,0,0,0,600,192,19
"28","003","000401","28003000401",College Hill,465,247,5,1,0,0,4,1,1,401,289,17
"28","003","000301","28003000301",South Corinth,494,557,8,0,0,0,11,2,0,440,611,15
"28","041","000101","28041000101",Leakesville,1034,86,10,1,0,1,6,0,0,948,134,35
"28","041","000501","28041000501",Mutual Rights,193,9,0,0,1,0,1,0,0,179,16,7
"28","041","000505","28041000505",Washington Neely,302,8,0,0,0,0,0,0,1,281,19,8
"28","041","000502","28041000502",Jonathan,392,11,1,0,1,0,0,0,0,360,26,8
"28","015","000108","28015000108",Fire Tower,235,437,6,1,0,1,3,0,0,219,461,11
"28","015","000105","28015000105",McCarley,274,158,0,1,0,0,1,0,0,269,163,5
"28","127","000304","28127000304",Dry Creek,465,53,2,0,0,0,0,0,0,448,64,7
"28","127","000102","28127000102",Jupiter,150,395,2,2,1,1,4,1,1,140,416,4
"28","149","000303","28149000303",No. 7 Fire Station,197,691,1,0,0,4,4,1,1,179,710,9
"28","149","000401","28149000401",Jett,428,732,2,2,0,1,2,1,2,393,763,10
"28","087","000409","28087000409",Southside Church,394,1990,11,3,3,2,13,2,0,346,2069,18
"28","087","000401","28087000401",Coleman,11,245,1,0,0,0,1,0,0,6,251,0
"28","087","000402","28087000402",Townsend Park,83,772,5,0,1,1,4,0,0,70,803,1
"28","087","000303","28087000303",New Hope,3094,813,23,1,0,3,4,0,0,2942,922,60
"28","087","000302","28087000302",Rural Hill,1386,569,20,0,0,2,3,2,0,1306,636,31
