STATEFP20,COUNTYFP20,VTDST20,GEOID20,NAME20,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREABLA,G20PREOCAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20USSRHYD,G20USSDESP,G20USSLEDW
"28","087","000508","28087000508",Artesia,53,277,0,0,0,4,1,1,0,49,284,0
"28","087","000507","28087000507",West Lowndes,770,279,5,1,3,0,2,1,0,753,293,15
"28","087","000106","28087000106",Immanuel,440,278,7,0,0,0,0,0,1,417,290,16
"28","087","000201","28087000201",First Assembly,1802,940,27,2,3,1,4,2,2,1730,1012,39
"28","105","000502","28105000502",Needmore,274,725,14,2,1,1,5,1,0,260,757,13
"28","105","000101","28105000101",West Starkville,1024,1546,41,11,1,7,10,3,4,977,1619,54
"28","105","000401","28105000401",South Starkville,2340,1586,49,12,2,9,14,8,1,2308,1658,55
"28","113","000102","28113000102",South McComb Baptist,58,223,2,1,1,0,1,1,0,51,228,8
"28","113","000206","28113000206",Lifepointe Nazarene,13,277,0,2,0,0,1,0,1,8,280,1
"28","113","000103","28113000103",Martin Luther King Center,27,614,2,2,1,1,2,2,0,18,631,6
"28","113","000204","28113000204",Braswell Education Complex,322,520,7,0,3,0,1,0,0,290,553,10
"28","113","000203","28113000203",Magnolia Community Center,237,559,4,0,0,4,2,0,0,228,570,10
"28","113","000401","28113000401",Johnston Chapel Methodist,882,138,11,0,0,0,1,2,0,848,165,21
"28","113","000302","28113000302",Navilla Baptist,657,527,3,0,2,3,5,2,1,615,563,24
"28","113","000304","28113000304",Holmesville Community Center,400,271,4,0,0,0,0,0,0,377,288,12
"28","113","000504","28113000504",West McComb Baptist,436,267,4,0,0,0,1,1,0,423,276,6
"28","113","000202","28113000202",Fernwood Baptist,224,499,0,0,1,1,4,1,0,200,524,9
"28","113","000201","28113000201",St. Mary Free Will Baptist,106,375,1,2,0,1,1,0,0,100,385,2
"28","113","000406","28113000406",Pisgah Methodist,750,219,5,0,1,0,1,1,0,733,226,17
"28","113","000404","28113000404",Summit City Hall,332,413,4,0,1,0,3,1,0,314,427,8
"28","113","000105","28113000105",First Baptist Summit,58,304,0,1,1,0,0,0,0,54,312,4
"28","113","000403","28113000403",Pike County National Bank,229,324,4,1,0,1,2,2,1,218,341,9
"28","113","000402","28113000402",North McComb Baptist,336,204,3,0,0,0,1,1,0,325,210,13
"28","113","000305","28113000305",Calvary Baptist Church,484,206,8,0,1,0,1,1,0,466,224,12
"28","113","000405","28113000405",SMCC Work Force Training Center,622,258,8,1,0,0,1,0,0,600,273,18
"28","113","000306","28113000306",Friendship Baptist,568,158,3,0,2,0,2,1,1,546,175,10
"28","103","000404","28103000404",Shuqualak,134,524,0,0,1,1,1,1,1,123,542,5
"28","103","000403","28103000403",Summerville,102,33,0,0,0,0,0,0,0,100,37,0
"28","097","000203","28097000203",North Duck Hill,101,100,0,1,0,0,0,0,0,95,105,1
"28","097","000101","28097000101",Mt. Pisgah,140,14,0,0,0,0,1,0,0,132,18,4
"28","097","000201","28097000201",Duck Hill,288,192,1,0,1,0,2,0,0,257,219,5
"28","053","000204","28053000204",Belzoni North 2,3,108,0,0,0,0,0,0,0,2,110,0
"28","053","000504","28053000504",Belzoni South 5,6,289,1,0,1,1,0,1,0,3,294,1
"28","053","000501","28053000501",Midnight,58,55,2,0,0,0,1,0,0,57,56,0
"28","053","000402","28053000402",Belzoni North 4,237,648,0,0,0,1,4,0,1,214,670,4
"28","053","000102","28053000102",Belzoni North 1,159,597,1,2,3,0,8,1,0,140,625,7
"28","053","000301","28053000301",Silver City,102,207,1,0,0,0,1,0,1,103,208,2
"28","053","000305","28053000305",Belzoni South 3,16,302,1,1,0,1,0,0,0,10,311,0
"28","023","000503","28023000503",East Quitman,1036,128,5,2,0,0,4,0,1,984,170,26
"28","023","000205","28023000205",Shubuta,88,420,1,1,1,0,1,1,1,78,432,7
"28","023","000304","28023000304",Harmony Beat 2,186,106,1,0,0,0,0,0,0,174,116,5
"28","023","000204","28023000204",Oakgrove,36,236,1,0,0,0,2,0,0,36,241,1
"28","023","000402","28023000402",Energy,152,8,0,0,0,0,0,0,0,145,12,1
"28","023","000405","28023000405",North Quitman,264,77,1,0,0,0,1,1,0,253,86,7
"28","023","000303","28023000303",Stonewall Beat 3,350,84,0,0,0,0,3,1,0,330,98,10
"28","023","000301","28023000301",Enterprise,999,220,5,2,1,3,1,0,0,952,252,18
"28","063","000011","28063000011",Cannonsburg,16,195,0,1,1,1,0,0,0,17,192,1
"28","063","000012","28063000012",Church Hill,101,65,0,0,0,0,1,0,0,101,63,0
"28","003","000103","28003000103",Wenasoga,685,155,4,2,1,0,1,1,0,614,207,20
"28","003","000501","28003000501",West Corinth,472,131,9,0,0,1,2,0,1,414,179,13
"28","003","000016","28003000016",Shady Grove,755,119,8,0,1,2,1,3,0,679,172,31
"28","003","000402","28003000402",Kossuth,1487,94,10,0,1,0,0,0,0,1367,174,33
"28","003","000202","28003000202",Glen,883,94,6,0,1,1,1,0,0,777,159,34
"28","003","000203","28003000203",Jacinto,332,23,2,0,0,0,0,1,0,311,33,10
"28","003","000101","28003000101",Five-Point,1345,163,10,2,0,0,0,2,0,1218,249,39
"28","003","000201","28003000201",Central,1203,170,9,0,0,1,2,1,0,1089,237,43
"28","003","000504","28003000504",East Corinth,916,371,10,3,1,0,3,1,1,840,439,24
"28","003","000102","28003000102",North Corinth,860,183,17,0,2,1,2,0,1,830,218,18
"28","147","000104","28147000104",South Kirklin,140,41,2,0,0,0,0,0,0,132,46,3
"28","147","000102","28147000102",North Kirklin,200,221,3,0,0,1,0,0,1,185,231,6
"28","147","000504","28147000504",Saint Paul,77,152,2,0,0,0,2,1,1,71,160,3
"28","147","000502","28147000502",Dinan,207,545,2,1,0,1,1,1,0,189,563,7
"28","147","000501","28147000501",Enon,183,37,0,0,0,1,0,0,0,171,45,6
"28","035","000108","28035000108",Camp School,224,337,7,2,0,1,6,2,1,206,357,19
"28","035","000103","28035000103",Hardy Street,436,655,17,1,0,2,5,1,1,385,700,39
"28","035","000505","28035000505",North Heights,91,778,4,0,1,2,4,2,1,80,808,6
"28","035","000102","28035000102",Sigler Center,194,712,14,5,2,1,4,0,1,161,760,17
"28","035","000408","28035000408",West Petal,369,212,11,1,1,0,3,0,0,323,252,24
"28","035","000302","28035000302",Leeville,1068,161,6,1,0,0,1,0,0,1016,190,25
"28","035","000303","28035000303",Petal Masonic Lodge,889,231,24,3,0,1,4,2,0,813,295,43
"28","035","000306","28035000306",Sheeplo,559,259,2,0,1,1,5,0,0,524,294,9
"28","035","000504","28035000504",Highland Park,219,617,7,5,0,0,7,3,0,191,657,11
"28","035","000506","28035000506",Pinecrest,397,787,19,3,2,3,7,0,1,365,824,28
"28","035","000405","28035000405",Court Street,78,431,2,2,1,0,3,1,0,67,447,3
"28","035","000409","28035000409",Dixie Pine-Central,200,731,3,2,2,1,7,2,0,184,751,13
"28","035","000204","28035000204",Train Depot,52,309,2,3,1,1,0,0,0,41,325,7
"28","035","000305","28035000305",Petal Civic Center,1007,296,29,4,2,0,4,1,0,907,369,58
"28","035","000404","28035000404",Lillie Burney School,90,1465,9,4,2,3,10,4,0,51,1539,14
"28","035","000301","28035000301",Barrontown-Macedonia,1784,375,13,2,3,1,3,1,0,1680,421,68
"28","035","000304","28035000304",Sunrise,2020,408,38,0,0,1,9,1,1,1916,491,66
"28","127","000501","28127000501",Braxton,645,57,4,1,1,0,0,0,0,624,72,11
"28","127","000103","28127000103",Weathersby,146,564,1,4,0,2,3,2,0,142,583,1
"28","127","000201","28127000201",Saratoga,128,130,1,1,0,0,1,1,0,126,136,0
"28","127","000204","28127000204",Oak Grove,292,270,6,1,0,0,2,0,0,283,282,6
"28","127","000404","28127000404",Shivers,205,165,0,1,0,0,0,0,0,204,166,2
"28","127","000403","28127000403",Pinola,227,96,0,1,0,0,1,0,0,223,102,2
"28","127","000202","28127000202",New Hope,137,111,0,0,0,0,1,0,0,134,115,2
"28","127","000203","28127000203",Bowie,184,91,3,1,0,0,1,1,0,174,102,3
"28","127","000205","28127000205",Magee 2,816,239,5,0,0,0,3,3,0,803,252,11
"28","127","000502","28127000502",Merit,560,54,5,0,2,1,0,2,0,541,70,13
"28","127","000104","28127000104",Mendenhall 1,92,172,3,0,0,0,2,1,0,83,183,1
"28","017","000103","28017000103",Van Vleet,179,115,2,0,0,1,1,1,0,171,132,2
"28","017","000108","28017000108",Buena Vista,110,386,7,1,0,1,5,1,0,93,411,7
"28","017","000113","28017000113",Anchor,511,143,5,1,1,0,1,1,0,489,166,8
"28","017","000116","28017000116",Woodland,123,129,2,2,0,0,1,0,0,115,137,2
"28","017","000109","28017000109",Southeast Houston,918,250,17,0,1,2,5,2,0,879,296,25
"28","017","000111","28017000111",Northwest Houston,200,673,7,1,2,1,3,2,0,177,713,8
"28","129","000103","28129000103",Ag Complex,500,63,5,0,2,0,0,0,2,483,77,12
"28","129","000101","28129000101",Center Ridge,406,27,2,0,0,0,0,0,0,389,31,10
"28","061","000202","28061000202",Fellowship,88,9,0,0,0,0,0,0,0,86,11,1
"28","061","000203","28061000203",Midway,115,164,2,0,1,0,1,0,0,113,164,2
"28","061","000206","28061000206",Vossburg,17,195,0,0,0,0,0,0,1,15,198,1
"28","061","000503","28061000503",Heidelberg,133,840,1,0,1,2,4,1,1,126,856,4
"28","061","000304","28061000304",Montrose,162,144,2,0,0,0,2,0,0,153,149,5
"28","061","000101","28061000101",Antioch,245,34,3,0,0,0,1,0,0,233,41,7
"28","061","000104","28061000104",Palestine,14,71,0,0,1,0,0,0,0,11,73,1
"28","061","000402","28061000402",Stringer,979,83,6,1,1,0,0,0,0,945,109,13
"28","061","000303","28061000303",Louin,259,309,2,0,2,0,4,2,0,250,326,10
"28","061","000102","28061000102",Holders,269,244,3,1,0,0,2,1,1,254,261,6
"28","061","000205","28061000205",Rose Hill,206,154,1,0,1,0,1,0,0,204,161,0
"28","061","000201","28061000201",Paulding,264,549,1,1,1,0,4,0,1,251,577,3
"28","061","000401","28061000401",Bay Springs Beat 4,351,395,4,0,1,1,3,1,0,334,423,7
"28","061","000301","28061000301",Bay Springs Beat 3,373,456,2,1,3,4,0,1,0,353,483,7
"28","051","000304","28051000304",Goodman,68,443,1,1,2,1,4,0,0,60,455,6
"28","051","000403","28051000403",Walden Chapel,20,156,1,0,0,1,2,1,1,14,166,1
"28","051","000103","28051000103",Durant St Anderson,26,205,0,1,0,1,3,0,0,20,218,0
"28","051","000202","28051000202",Sub Durant,53,400,0,1,1,0,1,0,1,44,412,1
"28","051","000201","28051000201",West,141,278,1,0,1,2,0,0,0,126,287,8
"28","051","000104","28051000104",Durant,134,376,1,0,1,2,2,1,0,124,388,4
"28","051","000101","28051000101",Lexington Beat 1,126,831,1,0,2,1,3,2,0,115,844,2
"28","051","000502","28051000502",Tchula,100,942,3,2,2,4,4,3,1,71,989,1
"28","051","000501","28051000501",Cruger,60,184,1,0,1,2,0,0,0,58,187,0
"28","051","000102","28051000102",Acona,48,457,2,0,0,0,1,0,0,38,465,1
"28","051","000503","28051000503",Lexington Beat 5,159,217,0,2,1,2,3,0,1,154,227,1
"28","051","000402","28051000402",Lexington Beat 4,138,1019,4,1,2,1,10,0,2,121,1057,2
"28","041","000504","28041000504",McLain,155,164,0,0,1,0,0,0,1,128,183,6
"28","041","000503","28041000503",Leaf,104,42,2,0,0,0,0,0,0,95,46,4
"28","111","000502","28111000502",Thompson Hill,63,3,0,0,0,0,0,0,0,62,4,1
"28","041","000402","28041000402",Vernal,492,45,0,0,0,0,0,0,0,424,93,9
"28","041","000201","28041000201",North Leakesville,153,169,2,1,0,0,1,1,0,137,177,7
"28","041","000202","28041000202",State Line,328,329,4,1,2,0,2,0,0,306,353,5
"28","125","000104","28125000104",Rolling Fork 1,249,254,1,1,0,0,1,0,0,243,267,1
"28","125","000102","28125000102",Rolling Fork 2,5,42,0,0,0,0,0,0,0,0,48,0
"28","125","000106","28125000106",Rolling Fork 4,6,96,0,1,0,2,2,0,0,4,100,1
"28","125","000105","28125000105",Rolling Fork 3,24,315,2,2,0,0,1,0,0,20,321,2
"28","125","000110","28125000110",Anguilla 5,34,167,4,0,0,2,2,0,0,30,176,2
"28","125","000107","28125000107",Anguilla 4,124,181,0,0,0,0,1,1,0,119,185,1
"28","131","000501","28131000501",Flint Creek,661,137,5,0,0,0,2,0,0,620,166,15
"28","131","000303","28131000303",McHenry Library,384,35,7,0,0,0,0,1,0,356,55,10
"28","131","000403","28131000403",McHenry Comm Ctr,466,147,5,2,1,1,3,2,0,428,178,23
"28","131","000401","28131000401",Tuxachanie,984,89,7,0,3,0,0,2,1,949,112,24
"28","131","000502","28131000502",Big Level,564,91,3,0,0,1,0,1,0,528,111,22
"28","131","000503","28131000503",Pleasant Hill,207,25,2,0,0,0,0,0,0,187,33,11
"28","131","000402","28131000402",Ten Mile NG,287,32,3,0,2,0,0,0,0,267,41,11
"28","131","000102","28131000102",Courthouse,372,94,7,2,1,0,0,1,0,353,108,15
"28","131","000103","28131000103",Old Health Dept,401,88,3,2,0,0,1,2,0,379,103,12
"28","131","000201","28131000201",American Legion,283,385,1,1,0,3,2,0,0,264,403,11
"28","131","000203","28131000203",New Hope,236,555,5,1,3,0,3,2,0,220,578,6
"28","079","000304","28079000304",Ofahoma,57,269,2,0,0,0,2,0,0,48,279,2
"28","079","000303","28079000303",Thomastown,173,225,1,0,2,0,0,0,1,158,241,3
"28","079","000404","28079000404",Freeny,442,100,5,0,1,0,1,1,0,429,114,5
"28","079","000401","28079000401",South Carthage,229,110,1,1,1,0,0,0,0,226,114,3
"28","079","000201","28079000201",North Carthage,385,334,0,0,1,0,5,0,0,359,349,15
"28","079","000301","28079000301",West Carthage,142,643,0,1,1,0,1,2,0,126,662,7
"28","079","000501","28079000501",Harmony,125,198,1,0,0,0,1,0,0,118,208,1
"28","079","000402","28079000402",Good Hope,433,114,1,1,1,1,1,0,0,418,132,6
"28","079","000403","28079000403",Lena,185,200,1,0,0,1,3,1,0,180,213,2
"28","079","000502","28079000502",Walnut Grove,190,558,1,0,1,2,1,0,0,170,580,3
"28","079","000503","28079000503",Salem,295,54,2,0,0,0,0,0,0,290,60,2
"28","079","000504","28079000504",Madden,368,82,0,0,0,0,1,0,0,354,91,5
"28","159","000301","28159000301",American Legion,109,686,1,1,0,1,3,0,2,96,715,6
"28","159","000402","28159000402",County Agent,171,726,3,2,0,0,6,2,1,153,761,5
"28","157","000401","28157000401",Woodville 4,98,512,3,3,1,1,1,0,1,95,508,10
"28","157","000202","28157000202",Fort Adams,68,246,0,1,0,0,0,0,0,69,245,3
"28","157","000201","28157000201",Woodville 2,113,387,0,0,1,1,0,1,1,112,376,13
"28","141","000302","28141000302",Spring Hill,370,81,5,0,0,0,0,0,0,334,102,18
"28","141","000403","28141000403",Tishomingo,911,208,11,0,1,1,1,3,0,832,267,29
"28","141","000504","28141000504",Golden,495,37,5,0,0,1,3,0,0,472,53,13
"28","141","000405","28141000405",North Belmont,274,25,6,1,0,0,1,0,0,257,35,12
"28","141","000502","28141000502",Belmont,839,57,8,0,0,2,1,0,0,779,106,19
"28","119","000102","28119000102",Crenshaw,3,110,1,0,0,1,0,0,0,3,110,1
"28","119","000101","28119000101",Sledge,55,325,1,1,2,0,2,0,2,41,347,7
"28","119","000302","28119000302",District 3 South,187,179,1,1,1,1,1,0,0,175,191,6
"28","119","000401","28119000401",Southwest Marks,84,243,1,1,1,1,0,1,1,75,259,6
"28","119","000202","28119000202",Northwest Marks,110,395,0,1,0,4,1,0,0,91,414,8
"28","119","000301","28119000301",District 3 North,179,205,2,0,1,0,5,0,0,160,230,2
"28","119","000402","28119000402",West Lambert,92,238,2,1,2,0,0,1,0,68,269,4
"28","119","000501","28119000501",Lambert,58,291,3,0,0,0,2,0,0,48,296,7
"28","069","000404","28069000404",Lynville,192,120,2,0,0,1,0,2,2,180,133,2
"28","069","000403","28069000403",Kellis Store,28,127,1,0,1,0,0,0,3,25,135,1
"28","069","000406","28069000406",Preston,176,224,1,0,0,1,1,0,0,170,230,3
"28","161","000402","28161000402",Coffeeville 4,89,375,0,2,0,0,2,0,0,78,386,3
"28","161","000503","28161000503",Coffeeville 5,413,243,4,1,0,1,1,2,1,377,273,12
"28","161","000202","28161000202",Water Valley,411,725,5,2,1,1,9,2,1,371,777,6
"28","161","000301","28161000301",Sylva Rena,416,103,4,0,1,1,0,1,0,398,113,12
"28","161","000302","28161000302",Three North West,670,250,3,0,1,0,2,2,0,633,274,18
"28","161","000102","28161000102",One North,620,393,4,1,1,2,5,1,0,569,436,13
"28","101","000501","28101000501",Chunky,405,38,4,3,0,0,1,0,0,390,43,11
"28","101","000502","28101000502",Hickory,898,330,5,2,0,3,3,1,0,853,361,17
"28","123","000401","28123000401",Contrell,90,165,1,1,0,0,0,1,0,86,169,4
"28","123","000406","28123000406",Ludlow,298,143,2,1,0,0,2,1,0,281,159,8
"28","123","000101","28123000101",Harperville,286,393,1,1,0,1,0,0,0,276,402,3
"28","123","000404","28123000404",North Morton,251,396,3,1,0,1,4,4,1,221,424,16
"28","123","000203","28123000203",Lake,157,122,2,0,0,0,2,0,0,151,123,8
"28","123","000204","28123000204",High Hill,154,174,1,0,0,1,0,0,0,149,176,9
"28","123","000102","28123000102",Hillsboro,282,448,6,3,1,1,3,0,0,258,486,4
"28","123","000201","28123000201",South Forest,317,509,3,0,1,0,4,2,0,288,536,9
"28","123","000103","28123000103",North Forest,96,530,2,2,1,1,2,0,0,94,541,0
"28","123","000301","28123000301",East-West Morton,629,366,1,4,0,3,1,1,0,581,402,17
"28","123","000303","28123000303",Pulaski,248,43,2,0,0,1,0,0,0,234,53,8
"28","123","000302","28123000302",Northwest Forest,116,23,0,0,0,1,0,0,0,112,26,2
"28","115","000405","28115000405",Zion,342,111,4,2,0,0,1,0,0,332,123,6
"28","115","000404","28115000404",Hoyle,391,291,5,2,0,1,2,0,1,360,318,12
"28","115","000403","28115000403",Longview,177,122,4,0,2,0,0,0,0,167,129,7
"28","115","000102","28115000102",Cherry Creek,547,62,4,2,1,0,1,0,0,522,73,18
"28","115","000103","28115000103",Oak Hill,283,31,7,0,0,0,1,0,0,276,40,4
"28","115","000306","28115000306",Robbs,52,16,0,0,0,0,0,0,0,48,17,3
"28","115","000301","28115000301",Randolph,701,36,4,0,0,0,2,0,0,656,65,21
"28","115","000305","28115000305",Judah,302,19,2,0,1,0,0,0,0,282,28,11
"28","115","000303","28115000303",Springville,617,113,4,0,1,0,0,2,0,574,141,20
"28","115","000204","28115000204",Toccopola,198,41,2,0,0,0,0,1,0,178,54,9
"28","115","000206","28115000206",Pontotoc 2,405,105,6,1,0,0,2,0,0,373,134,11
"28","115","000504","28115000504",Pontotoc 5,874,255,12,0,1,0,2,1,2,819,298,28
"28","115","000107","28115000107",Pontotoc 1,312,78,4,0,0,0,0,1,0,299,85,12
"28","115","000304","28115000304",Pontotoc 3,663,214,5,1,1,1,1,1,0,622,257,11
"28","115","000502","28115000502",Beckham,438,81,3,1,2,1,1,0,0,404,98,19
"28","115","000501","28115000501",Algoma,511,63,3,1,0,5,2,0,0,472,97,11
"28","115","000402","28115000402",Pontotoc 4,386,130,2,0,3,0,1,3,0,366,153,8
"28","115","000203","28115000203",Thaxton,499,45,4,1,0,1,2,0,0,452,86,12
"28","115","000201","28115000201",Hurricane,456,31,3,0,1,0,0,0,0,432,40,13
"28","115","000205","28115000205",Turnpike,358,23,3,1,0,0,0,0,1,337,40,7
"28","115","000202","28115000202",Buchanan,443,33,3,0,0,0,2,1,0,410,53,18
"28","099","000401","28099000401",South Philadelphia,102,27,2,0,0,0,1,2,0,93,39,2
"28","099","000404","28099000404",Deemer,196,22,2,0,0,1,2,0,0,183,36,4
"28","099","000108","28099000108",Pearl River,79,300,1,1,1,2,3,0,0,58,315,8
"28","099","000101","28099000101",Zephyr Hill,223,74,0,0,0,0,0,0,0,205,84,6
"28","099","000102","28099000102",Tucker District 1,12,64,1,0,0,0,2,0,0,12,64,2
"28","099","000304","28099000304",Tucker District 3,464,50,2,0,0,0,1,0,0,435,63,16
"28","137","000202","28137000202",Coldwater,475,756,9,2,1,1,1,2,1,429,790,26
"28","137","000505","28137000505",Poagville 5,191,89,1,0,0,1,0,1,0,186,98,1
"28","137","000503","28137000503",Wyatte,134,56,2,0,1,1,1,0,0,127,62,4
"28","137","000504","28137000504",Independence,1172,422,5,1,1,2,6,3,2,1075,493,33
"28","137","000303","28137000303",Palestine,297,30,3,0,0,1,2,0,0,281,45,3
"28","137","000502","28137000502",Thyatira,222,57,0,0,0,0,1,0,0,195,72,6
"28","137","000403","28137000403",Tyro,133,157,2,1,0,0,2,0,1,116,169,8
"28","071","000101","28071000101",Lafayette Springs,496,73,0,3,0,0,1,0,0,465,91,12
"28","071","000502","28071000502",Airport Grocery,478,165,8,4,0,1,1,0,0,442,195,16
"28","071","000501","28071000501",Paris,274,29,2,0,1,0,0,0,0,261,36,8
"28","071","000504","28071000504",Tula,284,41,1,0,0,0,0,0,1,266,52,9
"28","071","000102","28071000102",Yocona,599,123,17,1,2,1,1,0,0,560,158,26
"28","153","000102","28153000102",Waynesboro 1,17,500,2,1,2,0,5,1,1,16,513,3
"28","153","000501","28153000501",Waynesboro 5,113,205,1,2,0,0,1,0,0,104,220,1
"28","153","000401","28153000401",Waynesboro 4,107,248,1,0,2,0,1,0,0,99,257,4
"28","153","000403","28153000403",Beat Four,563,78,3,0,0,0,3,0,0,537,93,14
"28","153","000402","28153000402",Mozingo,276,61,0,0,0,0,1,0,0,258,72,5
"28","153","000302","28153000302",Yellow Creek,339,163,0,1,0,0,1,0,0,313,188,8
"28","153","000305","28153000305",Matherville/Coyt,113,30,0,0,0,0,0,0,0,107,33,3
"28","153","000301","28153000301",Waynesboro 3,573,189,4,1,0,1,1,0,1,555,207,9
"28","153","000304","28153000304",Chapparal/Diamond,76,249,0,0,0,0,1,0,0,74,253,1
"28","039","000403","28039000403",Shady Grove,692,45,3,0,1,0,0,1,0,616,89,25
"28","039","000303","28039000303",Basin School,871,177,3,3,1,1,1,1,1,813,223,17
"28","039","000203","28039000203",Agricola,828,51,2,1,0,0,3,1,1,745,104,22
"28","039","000205","28039000205",Movella,372,16,0,0,1,0,0,0,0,347,26,13
"28","039","000304","28039000304",Barton,719,71,4,1,0,2,0,2,0,651,121,15
"28","039","000102","28039000102",Shipman,314,31,3,0,1,1,0,0,0,290,52,3
"28","039","000101","28039000101",Rocky Creek,1228,74,5,0,0,0,4,0,0,1115,156,29
"28","039","000503","28039000503",Central School,217,18,1,1,0,0,1,0,0,190,39,8
"28","039","000302","28039000302",Davis School,347,17,2,0,0,1,0,1,1,310,44,12
"28","039","000401","28039000401",Lucedale City Hall,659,96,5,0,2,1,0,0,0,606,135,18
"28","039","000201","28039000201",Courthouse,208,29,0,0,0,0,1,0,0,189,37,7
"28","039","000504","28039000504",Benndale Crossing,472,119,3,1,1,0,4,0,0,436,141,12
"28","039","000404","28039000404",Salem School,87,18,0,0,0,0,0,0,0,84,21,0
"28","039","000402","28039000402",Bexley School,351,82,2,0,1,0,3,2,0,304,126,12
"28","117","000101","28117000101",Tuscumbia-New Candler,538,83,7,0,0,0,0,1,0,478,120,17
"28","117","000103","28117000103",Thrasher,345,126,5,0,0,0,0,0,0,316,146,13
"28","117","000405","28117000405",East Booneville,605,188,5,1,0,1,4,1,0,524,253,20
"28","117","000504","28117000504",North Booneville,244,430,3,1,0,0,4,1,0,207,476,7
"28","117","000104","28117000104",Booneville,904,147,14,1,0,0,1,1,0,839,204,19
"28","117","000202","28117000202",Crossroads,500,54,2,0,1,0,0,1,0,421,117,18
"28","003","000303","28003000303",Rienzi,814,160,6,0,1,0,2,0,0,748,200,27
"28","117","000205","28117000205",West Booneville,1346,266,14,1,0,0,4,3,1,1257,348,27
"28","117","000203","28117000203",Blackland,330,44,2,0,1,0,1,0,0,313,59,8
"28","117","000404","28117000404",Marietta,573,60,2,0,0,0,0,0,0,521,89,19
"28","117","000304","28117000304",Baldwyn,524,456,4,0,5,0,2,1,1,486,489,14
"28","117","000302","28117000302",Wheeler,618,119,4,2,1,1,1,0,0,568,160,15
"28","117","000303","28117000303",Ingram,218,19,0,0,0,0,0,0,0,202,28,7
"28","145","000508","28145000508",Jericho,352,31,2,1,1,0,0,0,0,336,40,9
"28","093","000501","28093000501",South Holly Springs,663,1071,3,3,4,2,8,1,1,603,1136,16
"28","093","000101","28093000101",N. Holly Springs Dist. 1,53,627,1,2,1,2,6,2,1,40,653,6
"28","093","000201","28093000201",N. Holly Springs Dist. 2,179,537,4,3,1,1,5,3,0,157,565,9
"28","093","000103","28093000103",Red Banks,460,442,6,0,1,0,2,2,0,405,472,22
"28","093","000302","28093000302",Cayce,283,264,1,2,0,0,0,1,0,254,281,11
"28","093","000502","28093000502",Potts Camp,534,300,2,0,0,0,0,0,0,494,326,12
"28","145","000505","28145000505",Pleasant Ridge,254,18,1,0,0,0,0,0,0,224,32,13
"28","145","000504","28145000504",Keownville,493,35,2,2,0,0,0,0,0,468,53,7
"28","145","000404","28145000404",Center,372,29,3,0,0,0,1,0,0,360,31,14
"28","145","000402","28145000402",Hillcrest Church,423,249,3,1,1,0,3,1,0,381,288,18
"28","145","000102","28145000102",Blythe,227,19,1,0,0,0,0,0,0,198,33,14
"28","145","000103","28145000103",Myrtle,881,152,4,0,0,1,2,1,0,809,193,39
"28","065","000053","28065000053",Northwest Prentiss,59,206,0,0,0,0,1,0,0,57,212,0
"28","065","000055","28065000055",Red House,99,250,1,0,0,0,2,1,0,89,261,1
"28","065","000043","28065000043",Northeast Prentiss,191,422,2,0,0,0,3,1,0,184,433,3
"28","065","000023","28065000023",Green's Creek,210,89,0,1,0,0,0,0,1,199,98,1
"28","065","000022","28065000022",Carson,158,63,1,0,0,0,1,0,0,148,71,5
"28","065","000026","28065000026",Bassfield Beat 2,187,163,0,0,2,0,0,1,0,174,173,4
"28","067","000405","28067000405",Landrum,349,20,0,0,0,0,0,0,0,330,31,6
"28","067","000410","28067000410",Shelton,436,169,3,0,1,1,1,0,0,406,193,10
"28","067","000408","28067000408",Rainey,884,50,3,0,0,1,0,1,0,846,71,18
"28","067","000401","28067000401",Blackwell,300,10,0,1,0,0,0,0,0,282,16,14
"28","067","000409","28067000409",Sand Hill,664,58,4,0,1,0,1,0,0,640,78,11
"28","067","000412","28067000412",Union,703,38,2,0,0,0,0,0,0,661,60,19
"28","067","000406","28067000406",Moselle,749,199,9,0,1,2,2,1,0,703,221,33
"28","067","000211","28067000211",Springhill/Mauldin,889,198,0,1,1,2,4,1,0,857,223,12
"28","067","000203","28067000203",Centerville,164,11,0,0,0,0,0,0,1,157,16,4
"28","067","000201","28067000201",Big Creek,429,23,1,0,0,0,0,1,0,418,28,6
"28","067","000206","28067000206",Hebron,219,340,3,0,3,0,2,0,0,198,363,6
"28","067","000210","28067000210",Soso,495,358,4,0,1,0,3,1,0,475,374,15
"28","067","000305","28067000305",Powers Comm. Ctr.,753,216,3,0,0,0,2,0,0,702,240,25
"28","067","000310","28067000310",Antioch,364,16,4,0,0,0,0,0,0,330,42,10
"28","067","000303","28067000303",Glade School,814,45,5,2,0,1,3,2,0,772,76,22
"28","067","000307","28067000307",Rustin,525,24,3,1,0,0,0,0,0,499,38,12
"28","067","000304","28067000304",Myrick,990,45,12,1,3,0,2,0,0,934,87,31
"28","067","000306","28067000306",Ovett,635,42,10,1,2,0,0,0,0,595,69,24
"28","067","000309","28067000309",Tuckers,710,30,7,0,0,0,1,0,0,642,73,29
"28","067","000104","28067000104",Sharon,939,168,4,1,2,0,4,0,0,879,198,37
"28","061","000105","28061000105",Moss,576,150,2,2,0,0,0,3,0,540,179,13
